lead_day,Platform,Campaign,Ad Name,Aff_param,Cost
2025-12-12,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,969.96
2025-12-12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,1026.88
2025-12-12,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,617.79
2025-12-12,Google Search,Brand Search,Brand Core RSA,AFF-1201,1244.75
2025-12-12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2288.07
2025-12-12,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1057.64
2025-12-12,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,346.92
2025-12-12,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,115.98
2025-12-12,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,162.57
2025-12-12,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,364.68
2025-12-12,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,267.13
2025-12-13,Bing,Brand Search,Bing Brand Exact,AFF-3201,715.03
2025-12-13,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,642.36
2025-12-13,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1677.16
2025-12-13,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1145.95
2025-12-13,Google Display,Prospecting Display,In-Market Display A,AFF-2201,297.93
2025-12-13,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,335.21
2025-12-13,Google Search,Brand Search,Brand Core RSA,AFF-1201,1673.31
2025-12-13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1739.64
2025-12-13,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,690.95
2025-12-13,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,563.22
2025-12-13,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,104.07
2025-12-13,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,99.32
2025-12-13,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,310.94
2025-12-13,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,209.26
2025-12-14,Bing,Brand Search,Bing Brand Exact,AFF-3201,749.64
2025-12-14,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,714.63
2025-12-14,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,764.24
2025-12-14,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1161.56
2025-12-14,Google Display,Prospecting Display,In-Market Display A,AFF-2201,283.6
2025-12-14,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,245.61
2025-12-14,Google Search,Brand Search,Brand Core RSA,AFF-1201,1226.85
2025-12-14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1537.09
2025-12-14,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,122.72
2025-12-14,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,998.17
2025-12-14,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,244.48
2025-12-14,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,152.59
2025-12-14,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,238.0
2025-12-14,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,195.94
2025-12-15,Bing,Brand Search,Bing Brand Exact,AFF-3201,1107.12
2025-12-15,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,304.03
2025-12-15,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1167.15
2025-12-15,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,178.01
2025-12-15,Google Display,Prospecting Display,In-Market Display A,AFF-2201,247.91
2025-12-15,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,727.13
2025-12-15,Google Search,Brand Search,Brand Core RSA,AFF-1201,1274.53
2025-12-15,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2380.53
2025-12-15,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,561.79
2025-12-15,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,117.46
2025-12-15,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,398.82
2025-12-15,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,54.29
2025-12-15,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,270.71
2025-12-15,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,193.4
2025-12-16,Bing,Brand Search,Bing Brand Exact,AFF-3201,978.16
2025-12-16,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,682.91
2025-12-16,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,866.7
2025-12-16,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,845.06
2025-12-16,Google Display,Prospecting Display,In-Market Display A,AFF-2201,489.09
2025-12-16,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,217.35
2025-12-16,Google Search,Brand Search,Brand Core RSA,AFF-1201,868.88
2025-12-16,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1841.47
2025-12-16,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,922.6
2025-12-16,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,369.23
2025-12-16,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,183.66
2025-12-16,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,57.43
2025-12-16,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,395.9
2025-12-16,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,381.58
2025-12-17,Bing,Brand Search,Bing Brand Exact,AFF-3201,764.16
2025-12-17,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,973.38
2025-12-17,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1110.09
2025-12-17,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1178.51
2025-12-17,Google Display,Prospecting Display,In-Market Display A,AFF-2201,711.13
2025-12-17,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,478.36
2025-12-17,Google Search,Brand Search,Brand Core RSA,AFF-1201,1362.22
2025-12-17,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1681.31
2025-12-17,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,669.86
2025-12-17,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,457.44
2025-12-17,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,58.11
2025-12-17,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,204.45
2025-12-17,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,208.23
2025-12-17,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,204.69
2025-12-18,Bing,Brand Search,Bing Brand Exact,AFF-3201,472.07
2025-12-18,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,662.44
2025-12-18,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1094.9
2025-12-18,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1237.85
2025-12-18,Google Display,Prospecting Display,In-Market Display A,AFF-2201,790.47
2025-12-18,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,153.33
2025-12-18,Google Search,Brand Search,Brand Core RSA,AFF-1201,1236.42
2025-12-18,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1015.34
2025-12-18,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1203.76
2025-12-18,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1043.74
2025-12-18,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,58.98
2025-12-18,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,223.6
2025-12-18,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,141.58
2025-12-18,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,216.89
2025-12-19,Bing,Brand Search,Bing Brand Exact,AFF-3201,835.94
2025-12-19,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,684.82
2025-12-19,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,654.26
2025-12-19,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,867.17
2025-12-19,Google Display,Prospecting Display,In-Market Display A,AFF-2201,799.36
2025-12-19,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,557.03
2025-12-19,Google Search,Brand Search,Brand Core RSA,AFF-1201,1115.45
2025-12-19,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1980.16
2025-12-19,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,728.98
2025-12-19,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1175.17
2025-12-19,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,52.77
2025-12-19,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,51.05
2025-12-19,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,369.11
2025-12-19,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,305.8
2025-12-20,Bing,Brand Search,Bing Brand Exact,AFF-3201,814.98
2025-12-20,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,614.46
2025-12-20,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1017.16
2025-12-20,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,637.03
2025-12-20,Google Display,Prospecting Display,In-Market Display A,AFF-2201,491.82
2025-12-20,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,281.05
2025-12-20,Google Search,Brand Search,Brand Core RSA,AFF-1201,1511.25
2025-12-20,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2606.44
2025-12-20,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,989.82
2025-12-20,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1294.45
2025-12-20,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,297.33
2025-12-20,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,112.66
2025-12-20,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,67.56
2025-12-20,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,298.92
2025-12-21,Bing,Brand Search,Bing Brand Exact,AFF-3201,408.3
2025-12-21,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,618.49
2025-12-21,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,928.12
2025-12-21,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1136.73
2025-12-21,Google Display,Prospecting Display,In-Market Display A,AFF-2201,292.51
2025-12-21,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,306.86
2025-12-21,Google Search,Brand Search,Brand Core RSA,AFF-1201,897.59
2025-12-21,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1873.14
2025-12-21,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,506.63
2025-12-21,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1424.13
2025-12-21,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,223.22
2025-12-21,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,166.27
2025-12-21,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,266.06
2025-12-21,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,209.43
2025-12-22,Bing,Brand Search,Bing Brand Exact,AFF-3201,683.37
2025-12-22,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,835.75
2025-12-22,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,884.59
2025-12-22,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,522.8
2025-12-22,Google Display,Prospecting Display,In-Market Display A,AFF-2201,571.61
2025-12-22,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,192.09
2025-12-22,Google Search,Brand Search,Brand Core RSA,AFF-1201,1569.88
2025-12-22,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1387.77
2025-12-22,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1046.02
2025-12-22,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,695.03
2025-12-22,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,408.15
2025-12-22,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,218.98
2025-12-23,Bing,Brand Search,Bing Brand Exact,AFF-3201,632.75
2025-12-23,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,747.12
2025-12-23,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1634.29
2025-12-23,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,710.46
2025-12-23,Google Display,Prospecting Display,In-Market Display A,AFF-2201,586.98
2025-12-23,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,239.38
2025-12-23,Google Search,Brand Search,Brand Core RSA,AFF-1201,1600.48
2025-12-23,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1305.39
2025-12-23,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,690.85
2025-12-23,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,556.9
2025-12-23,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,289.5
2025-12-23,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,50.51
2025-12-23,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,157.85
2025-12-23,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,133.38
2025-12-24,Bing,Brand Search,Bing Brand Exact,AFF-3201,802.26
2025-12-24,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,538.85
2025-12-24,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1020.04
2025-12-24,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,592.52
2025-12-24,Google Display,Prospecting Display,In-Market Display A,AFF-2201,382.23
2025-12-24,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,249.85
2025-12-24,Google Search,Brand Search,Brand Core RSA,AFF-1201,2176.36
2025-12-24,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1313.27
2025-12-24,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1008.5
2025-12-24,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,224.23
2025-12-24,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,107.54
2025-12-24,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,52.52
2025-12-24,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,387.83
2025-12-24,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,324.9
2025-12-25,Bing,Brand Search,Bing Brand Exact,AFF-3201,1100.91
2025-12-25,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,685.65
2025-12-25,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,845.06
2025-12-25,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,496.78
2025-12-25,Google Display,Prospecting Display,In-Market Display A,AFF-2201,548.25
2025-12-25,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,440.49
2025-12-25,Google Search,Brand Search,Brand Core RSA,AFF-1201,1118.51
2025-12-25,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1187.8
2025-12-25,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,949.44
2025-12-25,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,959.89
2025-12-25,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,165.96
2025-12-25,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,96.44
2025-12-25,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,475.7
2025-12-25,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,229.24
2025-12-26,Bing,Brand Search,Bing Brand Exact,AFF-3201,481.76
2025-12-26,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,336.43
2025-12-26,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1010.6
2025-12-26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1266.39
2025-12-26,Google Display,Prospecting Display,In-Market Display A,AFF-2201,331.14
2025-12-26,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,324.86
2025-12-26,Google Search,Brand Search,Brand Core RSA,AFF-1201,1561.03
2025-12-26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2315.66
2025-12-26,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,972.79
2025-12-26,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,329.25
2025-12-26,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,309.34
2025-12-26,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,259.4
2025-12-26,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,158.64
2025-12-26,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,287.51
2025-12-27,Bing,Brand Search,Bing Brand Exact,AFF-3201,831.02
2025-12-27,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1120.14
2025-12-27,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,811.68
2025-12-27,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,979.02
2025-12-27,Google Display,Prospecting Display,In-Market Display A,AFF-2201,357.48
2025-12-27,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,235.86
2025-12-27,Google Search,Brand Search,Brand Core RSA,AFF-1201,1117.27
2025-12-27,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1459.28
2025-12-27,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,277.62
2025-12-27,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,382.99
2025-12-27,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,114.23
2025-12-27,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,283.39
2025-12-27,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,375.22
2025-12-27,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,273.44
2025-12-28,Bing,Brand Search,Bing Brand Exact,AFF-3201,802.9
2025-12-28,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,783.89
2025-12-28,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,837.51
2025-12-28,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,618.82
2025-12-28,Google Display,Prospecting Display,In-Market Display A,AFF-2201,255.08
2025-12-28,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,222.45
2025-12-28,Google Search,Brand Search,Brand Core RSA,AFF-1201,1136.96
2025-12-28,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1153.96
2025-12-28,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,416.79
2025-12-28,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,847.61
2025-12-28,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,182.32
2025-12-28,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,143.81
2025-12-28,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,604.58
2025-12-28,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,217.27
2025-12-29,Bing,Brand Search,Bing Brand Exact,AFF-3201,856.98
2025-12-29,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,764.29
2025-12-29,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,863.06
2025-12-29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,777.98
2025-12-29,Google Display,Prospecting Display,In-Market Display A,AFF-2201,544.52
2025-12-29,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,506.59
2025-12-29,Google Search,Brand Search,Brand Core RSA,AFF-1201,1559.4
2025-12-29,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2586.98
2025-12-29,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,641.65
2025-12-29,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,801.97
2025-12-29,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,59.57
2025-12-29,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,53.95
2025-12-29,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,218.54
2025-12-29,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,212.17
2025-12-30,Bing,Brand Search,Bing Brand Exact,AFF-3201,358.0
2025-12-30,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,884.55
2025-12-30,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1216.16
2025-12-30,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,840.27
2025-12-30,Google Display,Prospecting Display,In-Market Display A,AFF-2201,705.29
2025-12-30,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,466.09
2025-12-30,Google Search,Brand Search,Brand Core RSA,AFF-1201,700.12
2025-12-30,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2296.45
2025-12-30,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1071.18
2025-12-30,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,875.97
2025-12-30,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,52.52
2025-12-30,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,108.08
2025-12-30,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,157.84
2025-12-30,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,207.85
2025-12-31,Bing,Brand Search,Bing Brand Exact,AFF-3201,524.19
2025-12-31,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,341.11
2025-12-31,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,819.03
2025-12-31,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1316.08
2025-12-31,Google Display,Prospecting Display,In-Market Display A,AFF-2201,308.87
2025-12-31,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,50.17
2025-12-31,Google Search,Brand Search,Brand Core RSA,AFF-1201,1290.05
2025-12-31,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1753.35
